'CPU_freq,CPU_cores_percent,temperature,CPU_core_demand,RAM_demand,Time,CPU_freq,CPU_cores_percent,memory,CPU_cores_percent_used,instructions,cycles,time,temperature,CPU_core_demand,RAM_demand,cpi,swap'
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,20.0,0.198,49535464587.0,15934991698.0,89.598182695,48.0,1.1,25.0,0.321688548413896,19580.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,25.0,0.19899999999999998,50183968591.0,16329777471.0,91.587300589,49.0,1.1,25.0,0.325398288128384,12812.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,30.0,0.2,48719566799.0,14298898426.0,79.889123693,49.0,1.1,25.0,0.29349395664769107,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,35.0,0.2,48436614245.0,15480272005.0,86.494760683,49.0,1.1,25.0,0.31959855671782395,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,40.0,0.19899999999999998,48576050133.0,14248065508.0,79.885546932,49.0,1.1,25.0,0.29331461633848604,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,45.0,0.2,50231967983.0,15677077143.0,87.581165074,49.0,1.1,25.0,0.312093628270857,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.2,50.0,0.19899999999999998,48370346524.0,14263604065.0,79.779882389,48.0,1.1,25.0,0.29488323094652197,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.4,20.0,0.395,48239338908.0,13797669338.0,38.895505031999996,49.0,1.1,25.0,0.286025257607993,7692.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.4,25.0,0.39899999999999997,48551762694.0,14234940785.0,39.759776303,49.0,1.1,25.0,0.293191019133876,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.4,30.0,0.39899999999999997,48538124016.0,13944539337.0,38.933826194,49.0,1.1,25.0,0.28729044683315996,0.0
600.0,40.0,47616.0,1.1,25.0,762.5,900.0,0.4,35.0,0.39899999999999997,48574664520.0,14105315217.0,39.376436816,50.0,1.1,25.0,0.290384202472305,0.0
