'CPU_freq,CPU_cores_percent,temperature,CPU_core_demand,RAM_demand,Time,CPU_freq,CPU_cores_percent,memory,CPU_cores_percent_used,instructions,cycles,time,temperature,CPU_core_demand,RAM_demand,cpi,swap'
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,20.0,0.187,10821829742.0,5279802047.0,31.51037101,50.0,1.1,25.0,0.48788441260620197,26624.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,25.0,0.18899999999999997,11724030706.0,6249924359.0,36.865149155,50.0,1.1,25.0,0.5330866589936071,23296.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,30.0,0.195,11333472230.0,5729101762.0,32.729781839,49.0,1.1,25.0,0.50550278376603,19200.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,35.0,0.191,12006422323.0,5625325189.0,32.898114371,49.0,1.1,25.0,0.468526346788909,13312.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,40.0,0.198,11367186446.0,5682274879.0,31.949024603,49.0,1.1,25.0,0.49988402196038,4876.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,45.0,0.19899999999999998,11437433519.0,5752309568.0,32.200681130999996,49.0,1.1,25.0,0.502937093224996,1548.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.2,50.0,0.19899999999999998,11253307290.0,5522726550.0,30.893565469000002,49.0,1.1,25.0,0.490764750990817,0.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,20.0,0.39299999999999996,10608322575.0,4994270754.0,14.173694647,49.0,1.1,25.0,0.47078797978576703,15104.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,25.0,0.293,11152120146.0,5253011802.0,19.996760475,49.0,1.1,25.0,0.471032568985022,28396.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,30.0,0.39399999999999996,11693430994.0,5647896762.0,15.985127347,49.0,1.1,25.0,0.482997399556895,20492.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,35.0,0.386,11407764112.0,5356736152.0,15.481038302,49.0,1.1,25.0,0.469569330099065,13836.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,40.0,0.39899999999999997,10741653167.0,5801743816.0,16.220287764000002,49.0,1.1,25.0,0.540116472371668,0.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,45.0,0.4,12644098805.0,6193918188.0,17.277687497,49.0,1.1,25.0,0.48986632290081894,1548.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.4,50.0,0.397,9527586574.0,3660425061.0,10.283769371,49.0,1.1,25.0,0.38419226449109295,0.0
600.0,40.0,48692.0,1.1,25.0,124.1186324,900.0,0.6,20.0,0.501,10734342495.0,5180768204.0,11.542533452999999,49.0,1.1,25.0,0.48263488950656896,23680.0
