'CPU_freq,CPU_cores_percent,temperature,CPU_core_demand,RAM_demand,Time,CPU_freq,CPU_cores_percent,memory,CPU_cores_percent_used,instructions,cycles,time,temperature,CPU_core_demand,RAM_demand,cpi,swap'
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,20.0,0.19899999999999998,93605675995.0,29444169480.0,164.538414873,50.0,1.1,25.0,0.314555385312027,8192.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,25.0,0.19899999999999998,94243835922.0,30152093301.0,168.477577209,49.0,1.1,25.0,0.31993703361093107,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,30.0,0.19899999999999998,93742412749.0,29952276880.0,167.374348369,49.0,1.1,25.0,0.319516812098689,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,35.0,0.2,94000791248.0,29822436226.0,166.609535857,49.0,1.1,25.0,0.317257289327705,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,40.0,0.19899999999999998,93354580928.0,29900090257.0,167.08344537,48.0,1.1,25.0,0.320285196074743,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,45.0,0.19899999999999998,93009093109.0,29558368240.0,165.172748776,48.0,1.1,25.0,0.317800843465484,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.2,50.0,0.19899999999999998,93857854300.0,30838489093.0,172.37573656,49.0,1.1,25.0,0.32856588639273804,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,20.0,0.39899999999999997,93709282564.0,30405168812.0,84.814598661,49.0,1.1,25.0,0.324462721088856,3852.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,25.0,0.39899999999999997,93579295220.0,30215399158.0,84.357277306,49.0,1.1,25.0,0.322885517431662,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,30.0,0.39899999999999997,93541151499.0,29947621265.0,83.566537377,49.0,1.1,25.0,0.320154507241875,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,35.0,0.39899999999999997,94047431723.0,29924756102.0,83.489352572,49.0,1.1,25.0,0.318187913840518,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,40.0,0.39899999999999997,93244002154.0,30117734136.0,84.040777101,49.0,1.1,25.0,0.322999157482088,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,45.0,0.39899999999999997,93647035047.0,29638780849.0,82.672795637,49.0,1.1,25.0,0.316494599472634,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.4,50.0,0.39899999999999997,94066526693.0,29899931014.0,83.393288259,49.0,1.1,25.0,0.317859413599726,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,20.0,0.599,93214740166.0,30153515920.0,56.072628435,50.0,1.1,25.0,0.323484417446227,5388.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,25.0,0.599,93854493769.0,29892827984.0,55.57537962600001,49.0,1.1,25.0,0.31850182962548307,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,30.0,0.599,93911158302.0,29912226767.0,55.595534228000005,49.0,1.1,25.0,0.31851621583463,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,35.0,0.599,93971989182.0,29607821406.0,55.065940255,50.0,1.1,25.0,0.31507071057799,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,40.0,0.599,93546981393.0,29280234242.0,54.449280266,49.0,1.1,25.0,0.313000310710089,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,45.0,0.6,93584670612.0,29338823699.0,54.505107372,49.0,1.1,25.0,0.313500314817991,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.6,50.0,0.599,93543105963.0,29713245330.0,55.246729243999994,49.0,1.1,25.0,0.317642278649083,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,20.0,0.789,93690606800.0,30234495640.0,42.712076276,49.0,1.1,25.0,0.32270572977012607,7180.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,25.0,0.799,93660948607.0,29208684477.0,40.702394893000005,50.0,1.1,25.0,0.311855526891567,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,30.0,0.799,93818240885.0,30016362051.0,41.837247678000004,50.0,1.1,25.0,0.31994164213538395,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,35.0,0.8,93703550769.0,29383144417.0,40.935147219,50.0,1.1,25.0,0.313575570785315,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,40.0,0.8,93787045593.0,29731162872.0,41.421055773,50.0,1.1,25.0,0.317007137649072,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,45.0,0.799,93798347886.0,29884280243.0,41.661387391999995,51.0,1.1,25.0,0.318601349773458,0.0
600.0,40.0,41160.0,1.1,25.0,1666.666667,900.0,0.8,50.0,0.799,93679846448.0,29562164504.0,41.219385781999996,50.0,1.1,25.0,0.315565894105189,0.0
